   3.840  -0.359E-02  -0.151E-03  -0.283E-03  -0.150E-03  -0.144E-03   0.358E-02  -0.129E-02
   3.860  -0.356E-02  -0.156E-03  -0.291E-03  -0.152E-03  -0.162E-03   0.356E-02  -0.128E-02
   3.880  -0.353E-02  -0.160E-03  -0.300E-03  -0.154E-03  -0.179E-03   0.354E-02  -0.128E-02
   3.900  -0.350E-02  -0.165E-03  -0.308E-03  -0.156E-03  -0.196E-03   0.352E-02  -0.128E-02
   3.920  -0.347E-02  -0.170E-03  -0.316E-03  -0.158E-03  -0.212E-03   0.351E-02  -0.128E-02
   3.940  -0.344E-02  -0.175E-03  -0.324E-03  -0.160E-03  -0.229E-03   0.349E-02  -0.128E-02
   3.960  -0.341E-02  -0.179E-03  -0.333E-03  -0.162E-03  -0.245E-03   0.347E-02  -0.128E-02
   3.980  -0.338E-02  -0.184E-03  -0.341E-03  -0.164E-03  -0.262E-03   0.345E-02  -0.127E-02
   4.000  -0.335E-02  -0.189E-03  -0.349E-03  -0.165E-03  -0.278E-03   0.343E-02  -0.127E-02
   4.020  -0.332E-02  -0.194E-03  -0.357E-03  -0.167E-03  -0.294E-03   0.342E-02  -0.127E-02
   4.040  -0.329E-02  -0.198E-03  -0.365E-03  -0.169E-03  -0.309E-03   0.340E-02  -0.127E-02
   4.060  -0.326E-02  -0.203E-03  -0.373E-03  -0.170E-03  -0.325E-03   0.338E-02  -0.126E-02
   4.080  -0.323E-02  -0.208E-03  -0.381E-03  -0.172E-03  -0.340E-03   0.336E-02  -0.126E-02
   4.100  -0.321E-02  -0.213E-03  -0.389E-03  -0.174E-03  -0.355E-03   0.335E-02  -0.126E-02
   4.120  -0.318E-02  -0.217E-03  -0.397E-03  -0.175E-03  -0.371E-03   0.333E-02  -0.126E-02
   4.140  -0.315E-02  -0.222E-03  -0.405E-03  -0.177E-03  -0.386E-03   0.331E-02  -0.125E-02
   4.160  -0.312E-02  -0.227E-03  -0.412E-03  -0.179E-03  -0.400E-03   0.329E-02  -0.125E-02
   4.180  -0.309E-02  -0.231E-03  -0.420E-03  -0.180E-03  -0.415E-03   0.328E-02  -0.125E-02
   4.200  -0.307E-02  -0.236E-03  -0.428E-03  -0.182E-03  -0.429E-03   0.326E-02  -0.125E-02
   4.220  -0.304E-02  -0.241E-03  -0.436E-03  -0.183E-03  -0.444E-03   0.324E-02  -0.124E-02
   4.240  -0.301E-02  -0.246E-03  -0.443E-03  -0.185E-03  -0.458E-03   0.322E-02  -0.124E-02
   4.260  -0.299E-02  -0.250E-03  -0.451E-03  -0.186E-03  -0.472E-03   0.321E-02  -0.124E-02
   4.280  -0.296E-02  -0.255E-03  -0.459E-03  -0.188E-03  -0.486E-03   0.319E-02  -0.124E-02
   4.300  -0.293E-02  -0.260E-03  -0.466E-03  -0.189E-03  -0.499E-03   0.317E-02  -0.123E-02
   4.320  -0.291E-02  -0.264E-03  -0.474E-03  -0.191E-03  -0.513E-03   0.315E-02  -0.123E-02
   4.340  -0.288E-02  -0.269E-03  -0.481E-03  -0.192E-03  -0.527E-03   0.314E-02  -0.123E-02
   4.360  -0.286E-02  -0.274E-03  -0.489E-03  -0.193E-03  -0.540E-03   0.312E-02  -0.123E-02
   4.380  -0.283E-02  -0.278E-03  -0.496E-03  -0.195E-03  -0.553E-03   0.310E-02  -0.122E-02
   4.400  -0.280E-02  -0.283E-03  -0.503E-03  -0.196E-03  -0.566E-03   0.309E-02  -0.122E-02
   4.420  -0.278E-02  -0.287E-03  -0.511E-03  -0.197E-03  -0.579E-03   0.307E-02  -0.122E-02
   4.440  -0.275E-02  -0.292E-03  -0.518E-03  -0.198E-03  -0.592E-03   0.305E-02  -0.121E-02
   4.460  -0.273E-02  -0.297E-03  -0.525E-03  -0.200E-03  -0.604E-03   0.304E-02  -0.121E-02
   4.480  -0.270E-02  -0.301E-03  -0.532E-03  -0.201E-03  -0.617E-03   0.302E-02  -0.121E-02
   4.500  -0.268E-02  -0.306E-03  -0.540E-03  -0.202E-03  -0.629E-03   0.300E-02  -0.120E-02
   4.520  -0.266E-02  -0.310E-03  -0.547E-03  -0.203E-03  -0.641E-03   0.298E-02  -0.120E-02
   4.540  -0.263E-02  -0.315E-03  -0.554E-03  -0.204E-03  -0.654E-03   0.297E-02  -0.120E-02
   4.560  -0.261E-02  -0.319E-03  -0.561E-03  -0.206E-03  -0.666E-03   0.295E-02  -0.119E-02
   4.580  -0.258E-02  -0.324E-03  -0.568E-03  -0.207E-03  -0.677E-03   0.293E-02  -0.119E-02
   4.600  -0.256E-02  -0.328E-03  -0.575E-03  -0.208E-03  -0.689E-03   0.292E-02  -0.119E-02
   4.620  -0.254E-02  -0.333E-03  -0.582E-03  -0.209E-03  -0.701E-03   0.290E-02  -0.118E-02
   4.640  -0.251E-02  -0.337E-03  -0.589E-03  -0.210E-03  -0.712E-03   0.289E-02  -0.118E-02
   4.660  -0.249E-02  -0.342E-03  -0.595E-03  -0.211E-03  -0.724E-03   0.287E-02  -0.118E-02
   4.680  -0.247E-02  -0.346E-03  -0.602E-03  -0.212E-03  -0.735E-03   0.285E-02  -0.117E-02
   4.700  -0.244E-02  -0.351E-03  -0.609E-03  -0.213E-03  -0.746E-03   0.284E-02  -0.117E-02
   4.720  -0.242E-02  -0.355E-03  -0.616E-03  -0.214E-03  -0.757E-03   0.282E-02  -0.117E-02
   4.740  -0.240E-02  -0.360E-03  -0.622E-03  -0.215E-03  -0.768E-03   0.280E-02  -0.116E-02
